Date,Open,High,Low,Close,Volume,P1_Close,P2_Open,P3_High,P4_Low,V1_Volume,daily_return,market_forward_excess_returns,risk_free_rate,date_id
2018-01-18,11198.7998046875,12107.2998046875,10942.5,11474.900390625,15020399616,11474.900390625,11198.7998046875,12107.2998046875,10942.5,15020399616,0.02558861620270214,0.01154694119247024,0.0,16
2018-01-19,11429.7998046875,11992.7998046875,11172.099609375,11607.400390625,10740400128,11607.400390625,11429.7998046875,11992.7998046875,11172.099609375,10740400128,0.01154694119247024,0.11129105236439107,0.0,17
2018-01-20,11656.2001953125,13103.0,11656.2001953125,12899.2001953125,11801700352,12899.2001953125,11656.2001953125,13103.0,11656.2001953125,11801700352,0.11129105236439107,-0.10071171594108497,0.0,18
2018-01-21,12889.2001953125,12895.900390625,11288.2001953125,11600.099609375,9935179776,11600.099609375,12889.2001953125,12895.900390625,11288.2001953125,9935179776,-0.10071171594108497,-0.05764598936801968,0.0,19
2018-01-22,11633.099609375,11966.400390625,10240.2001953125,10931.400390625,10537400320,10931.400390625,11633.099609375,11966.400390625,10240.2001953125,10537400320,-0.05764598936801968,-0.005763214020962026,0.0,20
2018-01-23,10944.5,11377.599609375,10129.7001953125,10868.400390625,9660609536,10868.400390625,10944.5,11377.599609375,10129.7001953125,9660609536,-0.005763214020962026,0.04517684133384825,0.0,21
2018-01-24,10903.400390625,11501.400390625,10639.7998046875,11359.400390625,9940989952,11359.400390625,10903.400390625,11501.400390625,10639.7998046875,9940989952,0.04517684133384825,-0.008803281560753051,0.0,22
2018-01-25,11421.7001953125,11785.7001953125,11057.400390625,11259.400390625,8873169920,11259.400390625,11421.7001953125,11785.7001953125,11057.400390625,8873169920,-0.008803281560753051,-0.007815691506385392,0.0,23
2018-01-26,11256.0,11656.7001953125,10470.2998046875,11171.400390625,9746199552,11171.400390625,11256.0,11656.7001953125,10470.2998046875,9746199552,-0.007815691506385392,0.024106181433931617,0.0,24
2018-01-27,11174.900390625,11614.900390625,10989.2001953125,11440.7001953125,7583269888,11440.7001953125,11174.900390625,11614.900390625,10989.2001953125,7583269888,0.024106181433931617,0.03020790716258781,0.0,25
2018-01-28,11475.2998046875,12040.2998046875,11475.2998046875,11786.2998046875,8350360064,11786.2998046875,11475.2998046875,12040.2998046875,11475.2998046875,8350360064,0.03020790716258781,-0.041565158037780714,0.0,26
2018-01-29,11755.5,11875.599609375,11179.2001953125,11296.400390625,7107359744,11296.400390625,11755.5,11875.599609375,11179.2001953125,7107359744,-0.041565158037780714,-0.10535219581320587,0.0,27
2018-01-30,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,8637859840,10106.2998046875,11306.7998046875,11307.2001953125,10036.2001953125,8637859840,-0.10535219581320587,0.011359232053877344,0.0,28
2018-01-31,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,8041160192,10221.099609375,10108.2001953125,10381.599609375,9777.419921875,8041160192,0.011359232053877344,-0.1027834196380305,0.0,29
2018-02-01,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9959400448,9170.5400390625,10237.2998046875,10288.7998046875,8812.2802734375,9959400448,-0.1027834196380305,-0.037052347802326024,0.0,30
2018-02-02,9142.2802734375,9142.2802734375,7796.490234375,8830.75,12726899712,8830.75,9142.2802734375,9142.2802734375,7796.490234375,12726899712,-0.037052347802326024,0.03897292486481896,0.0,31
2018-02-03,8852.1201171875,9430.75,8251.6298828125,9174.91015625,7263790080,9174.91015625,8852.1201171875,9430.75,8251.6298828125,7263790080,0.03897292486481896,-0.09786476110758924,0.0,32
2018-02-04,9175.7001953125,9334.8701171875,8031.22021484375,8277.009765625,7073549824,8277.009765625,9175.7001953125,9334.8701171875,8031.22021484375,7073549824,-0.09786476110758924,-0.15968807377551097,0.0,33
2018-02-05,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,9285289984,6955.27001953125,8270.5400390625,8364.83984375,6756.68017578125,9285289984,-0.15968807377551097,0.11483809805022926,0.0,34
2018-02-06,7051.75,7850.7001953125,6048.259765625,7754.0,13999800320,7754.0,7051.75,7850.7001953125,6048.259765625,13999800320,0.11483809805022926,-0.01711377293171268,0.0,35
2018-02-07,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,9169280000,7621.2998046875,7755.490234375,8509.1103515625,7236.7900390625,9169280000,-0.01711377293171268,0.08453807822469184,0.0,36
2018-02-08,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,9346750464,8265.58984375,7637.85986328125,8558.76953125,7637.85986328125,9346750464,0.08453807822469184,0.057030488314931294,0.0,37
2018-02-09,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,6784820224,8736.98046875,8271.83984375,8736.98046875,7884.7099609375,6784820224,0.057030488314931294,-0.013171607575021227,0.0,38
2018-02-10,8720.080078125,9122.5498046875,8295.4697265625,8621.900390625,7780960256,8621.900390625,8720.080078125,9122.5498046875,8295.4697265625,7780960256,-0.013171607575021227,-0.05705588715872301,0.0,39
2018-02-11,8616.1298828125,8616.1298828125,7931.10009765625,8129.97021484375,6122189824,8129.97021484375,8616.1298828125,8616.1298828125,7931.10009765625,6122189824,-0.05705588715872301,0.09798315081177211,0.0,40
2018-02-12,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,6256439808,8926.5703125,8141.43017578125,8985.919921875,8141.43017578125,6256439808,0.09798315081177211,-0.03677344497335466,0.0,41
2018-02-13,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,5696719872,8598.3095703125,8926.7197265625,8958.4697265625,8455.41015625,5696719872,-0.03677344497335466,0.10424378247495736,0.0,42
2018-02-14,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,7909819904,9494.6298828125,8599.919921875,9518.5400390625,8599.919921875,7909819904,0.10424378247495736,0.07075267978887334,0.0,43
2018-02-15,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,9062540288,10166.400390625,9488.3203125,10234.7998046875,9395.580078125,9062540288,0.07075267978887334,0.006639518158486624,0.0,44
2018-02-16,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,7296159744,10233.900390625,10135.7001953125,10324.099609375,9824.8203125,7296159744,0.006639518158486624,0.0858714440383399,0.0,45
2018-02-17,10207.5,11139.5,10149.400390625,11112.7001953125,8660880384,11112.7001953125,10207.5,11139.5,10149.400390625,8660880384,0.0858714440383399,-0.050473816513253555,0.0,46
2018-02-18,11123.400390625,11349.7998046875,10326.0,10551.7998046875,8744009728,10551.7998046875,11123.400390625,11349.7998046875,10326.0,8744009728,-0.050473816513253555,0.06382797366007709,0.0,47
2018-02-19,10552.599609375,11273.7998046875,10513.2001953125,11225.2998046875,7652089856,11225.2998046875,10552.599609375,11273.7998046875,10513.2001953125,7652089856,0.06382797366007709,0.01589270609507487,0.0,48
2018-02-20,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,9926540288,11403.7001953125,11231.7998046875,11958.5,11231.7998046875,9926540288,0.01589270609507487,-0.06254985596523333,0.0,49
2018-02-21,11372.2001953125,11418.5,10479.099609375,10690.400390625,9405339648,10690.400390625,11372.2001953125,11418.5,10479.099609375,9405339648,-0.06254985596523333,-0.06411363144322124,0.0,50
2018-02-22,10660.400390625,11039.099609375,9939.08984375,10005.0,8040079872,10005.0,10660.400390625,11039.099609375,9939.08984375,8040079872,-0.06411363144322124,0.02959516335582202,0.0,51
2018-02-23,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,7739500032,10301.099609375,9937.0703125,10487.2998046875,9734.5595703125,7739500032,0.02959516335582202,-0.04737642731178393,0.0,52
2018-02-24,10287.7001953125,10597.2001953125,9546.9697265625,9813.0703125,6917929984,9813.0703125,10287.7001953125,10597.2001953125,9546.9697265625,6917929984,-0.04737642731178393,-0.015116557715992629,0.0,53
2018-02-25,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,5706939904,9664.73046875,9796.419921875,9923.2197265625,9407.0595703125,5706939904,-0.015116557715992629,0.07263210586495439,0.0,54
2018-02-26,9669.4296875,10475.0,9501.73046875,10366.7001953125,7287690240,10366.7001953125,9669.4296875,10475.0,9501.73046875,7287690240,0.07263210586495439,0.03462041028492213,0.0,55
2018-02-27,10393.900390625,10878.5,10246.099609375,10725.599609375,6966179840,10725.599609375,10393.900390625,10878.5,10246.099609375,6966179840,0.03462041028492213,-0.030552997565149287,0.0,56
2018-02-28,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,6936189952,10397.900390625,10687.2001953125,11089.7998046875,10393.099609375,6936189952,-0.030552997565149287,0.05319339372337972,0.0,57
2018-03-01,10385.0,11052.2998046875,10352.7001953125,10951.0,7317279744,10951.0,10385.0,11052.2998046875,10352.7001953125,7317279744,0.05319339372337972,0.012364203326180156,0.0,58
2018-03-02,10977.400390625,11189.0,10850.099609375,11086.400390625,7620590080,11086.400390625,10977.400390625,11189.0,10850.099609375,7620590080,0.012364203326180156,0.036377885560451295,0.0,59
2018-03-03,11101.900390625,11528.2001953125,11002.400390625,11489.7001953125,6690570240,11489.7001953125,11101.900390625,11528.2001953125,11002.400390625,6690570240,0.036377885560451295,0.0019930384320943073,0.0,60
2018-03-04,11497.400390625,11512.599609375,11136.099609375,11512.599609375,6084149760,11512.599609375,11497.400390625,11512.599609375,11136.099609375,6084149760,0.0019930384320943073,0.005272501204946822,0.0,61
2018-03-05,11532.400390625,11704.099609375,11443.900390625,11573.2998046875,6468539904,11573.2998046875,11532.400390625,11704.099609375,11443.900390625,6468539904,0.005272501204946822,-0.06855429544313296,0.0,62
2018-03-06,11500.099609375,11500.099609375,10694.2998046875,10779.900390625,6832169984,10779.900390625,11500.099609375,11500.099609375,10694.2998046875,6832169984,-0.06855429544313296,-0.0755415215926486,0.0,63
2018-03-07,10803.900390625,10929.5,9692.1201171875,9965.5703125,8797910016,9965.5703125,10803.900390625,10929.5,9692.1201171875,8797910016,-0.0755415215926486,-0.0572531755818666,0.0,64
2018-03-08,9951.4404296875,10147.400390625,9335.8701171875,9395.009765625,7186089984,9395.009765625,9951.4404296875,10147.400390625,9335.8701171875,7186089984,-0.0572531755818666,-0.006116008644050375,0.0,65
2018-03-09,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,8704190464,9337.5498046875,9414.6904296875,9466.349609375,8513.0302734375,8704190464,-0.006116008644050375,-0.050500379066334866,0.0,66
2018-03-10,9350.58984375,9531.3203125,8828.4697265625,8866.0,5386319872,8866.0,9350.58984375,9531.3203125,8828.4697265625,5386319872,-0.050500379066334866,0.08037783474086391,0.0,67
2018-03-11,8852.7802734375,9711.8896484375,8607.1201171875,9578.6298828125,6296370176,9578.6298828125,8852.7802734375,9711.8896484375,8607.1201171875,6296370176,0.08037783474086391,-0.03899407015352063,0.0,68
2018-03-12,9602.9296875,9937.5,8956.4296875,9205.1201171875,6457399808,9205.1201171875,9602.9296875,9937.5,8956.4296875,6457399808,-0.03899407015352063,-0.001115738597840088,0.0,69
2018-03-13,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,5991139840,9194.849609375,9173.0400390625,9470.3798828125,8958.1904296875,5991139840,-0.001115738597840088,-0.10060415105858134,0.0,70
2018-03-14,9214.650390625,9355.849609375,8068.58984375,8269.8095703125,6438230016,8269.8095703125,9214.650390625,9355.849609375,8068.58984375,6438230016,-0.10060415105858134,0.0037547153880626016,0.0,71
2018-03-15,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,6834429952,8300.8603515625,8290.759765625,8428.349609375,7783.0498046875,6834429952,0.0037547153880626016,0.0045163099033997955,0.0,72
2018-03-16,8322.91015625,8585.150390625,8005.31005859375,8338.349609375,5289379840,8338.349609375,8322.91015625,8585.150390625,8005.31005859375,5289379840,0.0045163099033997955,-0.05054594090041897,0.0,73
2018-03-17,8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,4426149888,7916.8798828125,8321.91015625,8346.5302734375,7812.81982421875,4426149888,-0.05054594090041897,0.038752615832098325,0.0,74
2018-03-18,7890.52001953125,8245.509765625,7397.990234375,8223.6796875,6639190016,8223.6796875,7890.52001953125,8245.509765625,7397.990234375,6639190016,0.038752615832098325,0.04948766471821564,0.0,75
2018-03-19,8344.1201171875,8675.8701171875,8182.39990234375,8630.650390625,6729110016,8630.650390625,8344.1201171875,8675.8701171875,8182.39990234375,6729110016,0.04948766471821564,0.03276917997335538,0.0,76
2018-03-20,8619.669921875,9051.01953125,8389.8896484375,8913.4697265625,6361789952,8913.4697265625,8619.669921875,9051.01953125,8389.8896484375,6361789952,0.03276917997335538,0.0017737814072429359,0.0,77
2018-03-21,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,6043129856,8929.2802734375,8937.48046875,9177.3701171875,8846.330078125,6043129856,0.0017737814072429359,-0.022488995834565095,0.0,78
2018-03-22,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,5530390016,8728.4697265625,8939.4404296875,9100.7099609375,8564.900390625,5530390016,-0.022488995834565095,0.017316940467241304,0.0,79
2018-03-23,8736.25,8879.6201171875,8360.6201171875,8879.6201171875,5954120192,8879.6201171875,8736.25,8879.6201171875,8360.6201171875,5954120192,0.017316940467241304,-0.023818586517076135,0.0,80
2018-03-24,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,5664600064,8668.1201171875,8901.9501953125,8996.1796875,8665.7001953125,5664600064,-0.023818586517076135,-0.019882032253830673,0.0,81
2018-03-25,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,4569880064,8495.7802734375,8612.8095703125,8682.009765625,8449.099609375,4569880064,-0.019882032253830673,-0.033708485106174635,0.0,82
2018-03-26,8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,5921039872,8209.400390625,8498.4697265625,8530.080078125,7921.43017578125,5921039872,-0.033708485106174635,-0.04584504758621555,0.0,83
2018-03-27,8200.0,8232.7802734375,7797.27978515625,7833.0400390625,5378250240,7833.0400390625,8200.0,8232.7802734375,7797.27978515625,5378250240,-0.04584504758621555,0.015503551724572073,0.0,84
2018-03-28,7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,4935289856,7954.47998046875,7836.830078125,8122.89013671875,7809.169921875,4935289856,0.015503551724572073,-0.09916170347942321,0.0,85
2018-03-29,7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,6361229824,7165.7001953125,7979.06982421875,7994.330078125,7081.3798828125,6361229824,-0.09916170347942321,-0.03840241264367461,0.0,86
2018-03-30,7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,6289509888,6890.52001953125,7171.4501953125,7276.66015625,6683.93017578125,6289509888,-0.03840241264367461,0.012046952245941878,0.0,87
2018-03-31,6892.47998046875,7207.85009765625,6863.52001953125,6973.52978515625,4553269760,6973.52978515625,6892.47998046875,7207.85009765625,6863.52001953125,4553269760,0.012046952245941878,-0.01854151465198095,0.0,88
2018-04-01,7003.06005859375,7060.9501953125,6526.8701171875,6844.22998046875,4532100096,6844.22998046875,7003.06005859375,7060.9501953125,6526.8701171875,4532100096,-0.01854151465198095,0.03500318149775872,0.0,89
2018-04-02,6844.85986328125,7135.47021484375,6816.580078125,7083.7998046875,4333440000,7083.7998046875,6844.85986328125,7135.47021484375,6816.580078125,4333440000,0.03500318149775872,0.052557958843978625,0.0,90
2018-04-03,7102.259765625,7530.93994140625,7072.490234375,7456.10986328125,5499700224,7456.10986328125,7102.259765625,7530.93994140625,7072.490234375,5499700224,0.052557958843978625,-0.08077536819799569,0.0,91
2018-04-04,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,4936000000,6853.83984375,7456.41015625,7469.8798828125,6803.8798828125,4936000000,-0.08077536819799569,-0.006181881962836755,0.0,92
2018-04-05,6848.64990234375,6933.81982421875,6644.7998046875,6811.47021484375,5639320064,6811.47021484375,6848.64990234375,6933.81982421875,6644.7998046875,5639320064,-0.006181881962836755,-0.025714036045156208,0.0,93
2018-04-06,6815.9599609375,6857.490234375,6575.0,6636.31982421875,3766810112,6636.31982421875,6815.9599609375,6857.490234375,6575.0,3766810112,-0.025714036045156208,0.041403974915207975,0.0,94
2018-04-07,6630.509765625,7050.5400390625,6630.509765625,6911.08984375,3976610048,6911.08984375,6630.509765625,7050.5400390625,6630.509765625,3976610048,0.041403974915207975,0.016268081926749334,0.0,95
2018-04-08,6919.97998046875,7111.56005859375,6919.97998046875,7023.52001953125,3652499968,7023.52001953125,6919.97998046875,7111.56005859375,6919.97998046875,3652499968,0.016268081926749334,-0.03599192973886778,0.0,96
2018-04-09,7044.31982421875,7178.10986328125,6661.990234375,6770.72998046875,4894060032,6770.72998046875,7044.31982421875,7178.10986328125,6661.990234375,4894060032,-0.03599192973886778,0.009456851084145068,0.0,97
2018-04-10,6795.43994140625,6872.41015625,6704.14990234375,6834.759765625,4272750080,6834.759765625,6795.43994140625,6872.41015625,6704.14990234375,4272750080,0.009456851084145068,0.019541295257440083,0.0,98
2018-04-11,6843.47021484375,6968.31982421875,6817.58984375,6968.31982421875,4641889792,6968.31982421875,6843.47021484375,6968.31982421875,6817.58984375,4641889792,0.019541295257440083,0.13215957347142848,0.0,99
2018-04-12,6955.3798828125,7899.22998046875,6806.509765625,7889.25,8906250240,7889.25,6955.3798828125,7899.22998046875,6806.509765625,8906250240,0.13215957347142848,0.0008505194964667506,0.0,100
2018-04-13,7901.08984375,8183.9599609375,7758.93017578125,7895.9599609375,7764460032,7895.9599609375,7901.08984375,8183.9599609375,7758.93017578125,7764460032,0.0008505194964667506,0.011433729892771805,0.0,101
2018-04-14,7874.669921875,8140.7099609375,7846.0,7986.240234375,5191430144,7986.240234375,7874.669921875,8140.7099609375,7846.0,5191430144,0.011433729892771805,0.04293260747550409,0.0,102
2018-04-15,7999.330078125,8338.419921875,7999.330078125,8329.1103515625,5244480000,8329.1103515625,7999.330078125,8338.419921875,7999.330078125,5244480000,0.04293260747550409,-0.03246930563679795,0.0,103
2018-04-16,8337.5703125,8371.150390625,7925.72998046875,8058.669921875,5631309824,8058.669921875,8337.5703125,8371.150390625,7925.72998046875,5631309824,-0.03246930563679795,-0.01943001508226172,0.0,104
2018-04-17,8071.66015625,8285.9599609375,7881.72021484375,7902.08984375,6900879872,7902.08984375,8071.66015625,8285.9599609375,7881.72021484375,6900879872,-0.01943001508226172,0.03307100821331388,0.0,105
2018-04-18,7944.43017578125,8197.7998046875,7886.009765625,8163.419921875,6529909760,8163.419921875,7944.43017578125,8197.7998046875,7886.009765625,6529909760,0.03307100821331388,0.016033678248838168,0.0,106
2018-04-19,8159.27001953125,8298.6904296875,8138.77978515625,8294.3095703125,7063209984,8294.3095703125,8159.27001953125,8298.6904296875,8138.77978515625,7063209984,0.016033678248838168,0.06649384172813311,0.0,107
2018-04-20,8286.8798828125,8880.23046875,8244.5400390625,8845.830078125,8438110208,8845.830078125,8286.8798828125,8880.23046875,8244.5400390625,8438110208,0.06649384172813311,0.0056241188854653235,0.0,108
2018-04-21,8848.7900390625,8997.5703125,8652.150390625,8895.580078125,7548550144,8895.580078125,8848.7900390625,8997.5703125,8652.150390625,7548550144,0.0056241188854653235,-0.010468133204319163,0.0,109
2018-04-22,8925.0595703125,9001.6396484375,8779.6103515625,8802.4599609375,6629899776,8802.4599609375,8925.0595703125,9001.6396484375,8779.6103515625,6629899776,-0.010468133204319163,0.014589094689994253,0.0,110
2018-04-23,8794.3896484375,8958.5498046875,8788.8095703125,8930.8798828125,6925190144,8930.8798828125,8794.3896484375,8958.5498046875,8788.8095703125,6925190144,0.014589094689994253,0.08583925965266448,0.0,111
2018-04-24,8934.33984375,9732.6103515625,8927.830078125,9697.5,10678800384,9697.5,8934.33984375,9732.6103515625,8927.830078125,10678800384,0.08583925965266448,-0.0878329224671307,0.0,112
2018-04-25,9701.0302734375,9745.3203125,8799.83984375,8845.740234375,11083100160,8845.740234375,9701.0302734375,9745.3203125,8799.83984375,11083100160,-0.0878329224671307,0.049263206888732425,0.0,113
2018-04-26,8867.3203125,9281.509765625,8727.08984375,9281.509765625,8970559488,9281.509765625,8867.3203125,9281.509765625,8727.08984375,8970559488,0.049263206888732425,-0.031725437819185576,0.0,114
2018-04-27,9290.6298828125,9375.4697265625,8987.0498046875,8987.0498046875,7566289920,8987.0498046875,9290.6298828125,9375.4697265625,8987.0498046875,7566289920,-0.031725437819185576,0.040216831097785066,0.0,115
2018-04-28,8939.26953125,9412.08984375,8931.990234375,9348.48046875,7805479936,9348.48046875,8939.26953125,9412.08984375,8931.990234375,7805479936,0.040216831097785066,0.0075519876851644074,0.0,116
2018-04-29,9346.41015625,9531.490234375,9193.7099609375,9419.080078125,8853000192,9419.080078125,9346.41015625,9531.490234375,9193.7099609375,8853000192,0.0075519876851644074,-0.01895410931393615,0.0,117
2018-04-30,9426.1103515625,9477.1396484375,9166.8095703125,9240.5498046875,8673920000,9240.5498046875,9426.1103515625,9477.1396484375,9166.8095703125,8673920000,-0.01895410931393615,-0.013152901248456694,0.0,118
2018-05-01,9251.4697265625,9255.8798828125,8891.0498046875,9119.009765625,7713019904,9119.009765625,9251.4697265625,9255.8798828125,8891.0498046875,7713019904,-0.013152901248456694,0.012820488107240013,0.0,119
2018-05-02,9104.599609375,9256.51953125,9015.1396484375,9235.919921875,7558159872,9235.919921875,9104.599609375,9256.51953125,9015.1396484375,7558159872,0.012820488107240013,0.05499619247287524,0.0,120
2018-05-03,9233.9697265625,9798.330078125,9188.150390625,9743.8603515625,10207299584,9743.8603515625,9233.9697265625,9798.330078125,9188.150390625,10207299584,0.05499619247287524,-0.004423358338729533,0.0,121
2018-05-04,9695.5,9779.2001953125,9585.9599609375,9700.759765625,8217829888,9700.759765625,9695.5,9779.2001953125,9585.9599609375,8217829888,-0.004423358338729533,0.016224566817716557,0.0,122
2018-05-05,9700.2802734375,9964.5,9695.1201171875,9858.150390625,7651939840,9858.150390625,9700.2802734375,9964.5,9695.1201171875,7651939840,0.016224566817716557,-0.020627661161558675,0.0,123
2018-05-06,9845.3095703125,9940.1396484375,9465.25,9654.7998046875,7222280192,9654.7998046875,9845.3095703125,9940.1396484375,9465.25,7222280192,-0.020627661161558675,-0.02918652325920712,0.0,124
2018-05-07,9645.669921875,9665.849609375,9231.5302734375,9373.009765625,7394019840,9373.009765625,9645.669921875,9665.849609375,9231.5302734375,7394019840,-0.02918652325920712,-0.014743338221176572,0.0,125
2018-05-08,9380.8701171875,9462.75,9127.76953125,9234.8203125,7415869952,9234.8203125,9380.8701171875,9462.75,9127.76953125,7415869952,-0.014743338221176572,0.009784638135047707,0.0,126
2018-05-09,9223.73046875,9374.759765625,9031.6201171875,9325.1796875,7226890240,9325.1796875,9223.73046875,9374.759765625,9031.6201171875,7226890240,0.009784638135047707,-0.030159124782280555,0.0,127
2018-05-10,9325.9599609375,9396.0400390625,9040.51953125,9043.9404296875,6906699776,9043.9404296875,9325.9599609375,9396.0400390625,9040.51953125,6906699776,-0.030159124782280555,-0.06661368459868511,0.0,128
2018-05-11,9052.9599609375,9052.9599609375,8394.4599609375,8441.490234375,8488520192,8441.490234375,9052.9599609375,9052.9599609375,8394.4599609375,8488520192,-0.06661368459868511,0.007510452811321011,0.0,129
2018-05-12,8441.4404296875,8664.8603515625,8223.5,8504.8896484375,6821380096,8504.8896484375,8441.4404296875,8664.8603515625,8223.5,6821380096,0.007510452811321011,0.025755864015265972,0.0,130
2018-05-13,8515.490234375,8773.5498046875,8395.1201171875,8723.9404296875,5866379776,8723.9404296875,8515.490234375,8773.5498046875,8395.1201171875,5866379776,0.025755864015265972,-0.0008196285477451992,0.0,131
2018-05-14,8713.099609375,8881.1201171875,8367.9697265625,8716.7900390625,7364149760,8716.7900390625,8713.099609375,8881.1201171875,8367.9697265625,7364149760,-0.0008196285477451992,-0.023679606291423294,0.0,132
2018-05-15,8705.1904296875,8836.1904296875,8456.4501953125,8510.3798828125,6705710080,8510.3798828125,8705.1904296875,8836.1904296875,8456.4501953125,6705710080,-0.023679606291423294,-0.016632607079429262,0.0,133
2018-05-16,8504.41015625,8508.4296875,8175.490234375,8368.830078125,6760220160,8368.830078125,8504.41015625,8508.4296875,8175.490234375,6760220160,-0.016632607079429262,-0.03280150885412081,0.0,134
2018-05-17,8370.0498046875,8445.5400390625,8054.1201171875,8094.31982421875,5862530048,8094.31982421875,8370.0498046875,8445.5400390625,8054.1201171875,5862530048,-0.03280150885412081,0.019353065575076878,0.0,135
2018-05-18,8091.830078125,8274.1201171875,7974.81982421875,8250.9697265625,5764190208,8250.9697265625,8091.830078125,8274.1201171875,7974.81982421875,5764190208,0.019353065575076878,-0.0004593446816679725,0.0,136
